Code Size (B),Execution Time (µs),Memory Usage (KB)
3171,3661,27072
870,667,24768
11991,23921,30816
3013,2801,26208
1693,3980,26208
7229,13674,29376
3791,4421,27648
5325,13568,28800
1592,783,23904
5417,4052,27360
549,807,25344
1577,2185,25920
10249,13276,29952
138,329,23904
1932,2003,26496
2066,824,24768
755,1384,25344
87,790,23904
5569,5805,27648
600,904,25344
9706,19873,30816
2828,1962,26208
375,320,23904
395,368,24768
2744,3937,27648
496,964,25920
468,411,24768
700,925,25632
4100,6329,28224
12406,28515,32544
747,463,24768
789,2564,25056
2297,1755,25920
1597,2198,25920
4677,8655,28512
350,390,24480
1756,2082,25632
986,478,24192
1407,582,24768
382,377,24480
1058,1439,25632
529,623,24768
675,975,25920
5817,7283,28224
961,707,25344
3380,3778,27072
663,474,23904
87,234,24480
1336,1591,25344
1494,2404,25920
11398,14928,30240
739,1432,25632
1790,2909,26496
1586,810,24480
1085,670,25056
598,740,24768
332,1273,24480
3812,5427,27360
1027,513,24480
1473,2370,25920
681,765,24768
538,424,24480
4456,9737,28512
450,688,25632
1374,4860,25632
4322,5056,26496
6474,10685,28800
4019,6502,27936
457,499,24192
1668,1765,26208
1649,5261,26208
1738,735,25056
1386,1454,26208
3283,5805,27648
1034,1384,25632
972,545,24480
1021,570,24768
1439,2076,25344
620,1002,25344
1011,1098,25632
87,255,23904
5505,17395,28512
3554,4466,27648
1771,1585,25632
2513,2099,26208
396,373,24480
361,358,23904
999,624,24480
3714,9469,27072
6471,10870,29088
4658,12165,29376
1989,3681,26496
8728,18125,30528
845,534,24480
2052,1628,25920
650,468,24480
87,288,23904
260,325,24192
11787,25017,32832
181,460,24192
4116,7971,27936
1754,4013,26208
347,329,24768
4832,9522,29088
2635,2022,25632
5232,7387,28800
2415,4769,27936
2553,2817,26208
87,228,23904
2214,935,23904
1704,1959,26208
7224,9425,28800
601,473,24192
599,852,25632
4975,5229,27648
6130,8642,28224
4553,3478,27360
1342,654,24768
2179,4338,27072
364,537,24192
3805,5930,28224
5352,7686,28512
6977,12335,29376
1065,585,24192
198,437,23904
87,794,24192
3999,5515,27360
357,357,24192
6646,9837,28800
1211,2604,25920
292,307,24480
392,453,24192
8041,15857,29088
3396,5714,27360
2828,1793,25344
2017,4197,26496
371,337,24192
2843,5490,27360
454,343,24192
2414,1801,25920
4423,5287,27648
989,4942,26496
1607,1194,25920
4242,6888,28224
2685,5300,27360
2053,2128,26208
1050,534,24768
247,319,24480
4655,6620,27936
13718,20609,31968
388,363,24192
1122,2047,25632
586,1116,25344
369,381,24768
1763,2954,25056
17897,25577,33120
797,799,24192
1079,2329,26496
1036,634,24768
9368,11159,28800
324,374,24480
1711,3684,26784
2443,3639,26784
756,827,25344
3746,4633,27072
567,926,25344
2117,2040,25632
146,335,24480
470,400,24480
1601,3176,26496
1562,835,24480
3595,6686,28224
1507,1057,24480
1158,674,24480
3799,6085,28224
3277,3567,26784
773,1883,25344
594,987,25920
504,888,25632
442,396,24480
22656,40522,36288
2271,2320,26208
625,1064,25632
3245,4281,25920
3131,4397,27648
138,319,23904
255,396,24768
3316,6350,28224
1488,592,24480
256,605,25344
361,939,25632
525,1012,25920
605,449,24192
1047,1445,25344
1450,1587,25344
5307,8176,28512
2539,1878,25632
926,529,24480
1889,3085,27360
702,681,24768
151,305,24480
3701,9754,28512
4077,13419,28512
87,228,23904
2899,5048,27936
5770,9684,28800
2712,2342,26208
5179,4621,26784
3724,7602,27936
856,669,24192
4284,7954,28800
2869,2597,26496
87,241,23904
163,336,24192
358,346,24768
2195,1924,26208
2392,3645,25920
460,427,23904
87,592,24192
737,528,24480
975,819,25344
434,440,24192
703,501,24192
9535,21057,31680
973,956,25632
1180,651,24480
1671,2405,25920
2579,3542,27072
2579,1902,26208
471,711,24192
1987,1946,25920
342,1184,25344
3051,1387,24768
2482,2265,26496
9065,19707,30816
10285,16995,31104
4258,9819,29088
474,393,24192
1634,2018,26208
170,396,24480
595,483,24480
1372,774,24768
4002,6912,28512
433,424,24768
521,370,24480
9415,10129,29088
1859,5327,27648
1441,1007,24192
1034,2015,26784
880,1802,26208
717,514,24480
335,1486,24768
958,686,24480
7861,11557,29664
798,746,24480
3823,9298,27936
1900,3276,26496
1051,3083,25632
6831,8779,28224
2051,3775,26784
499,789,25056
1052,520,24192
17594,29125,33984
87,311,24480
1199,1748,25920
3300,5206,27648
8853,22916,30816
1407,1562,26208
2315,4277,27648
4911,6914,27648
405,721,25056
309,349,24768
12868,19304,31392
6492,13591,29664
3255,7893,28224
683,383,24480
240,848,24192
2004,875,24768
2302,2583,25632
961,529,24480
947,1364,24192
2150,1362,24480
2949,5689,27360
177,288,24192
199,728,23904
617,1120,25920
2016,4596,27936
807,414,24480
330,375,24480
2593,4634,27648
989,522,24768
471,402,23904
367,364,24192
8188,9570,28800
3070,1034,25056
159,299,24192
844,481,24192
709,1508,25632
4391,9288,28224
397,321,24768
4194,10356,29088
5746,10491,28800
655,908,25632
1412,4708,27072
3216,2821,26208
4917,6735,27936
455,996,25344
6303,8477,28512
369,4871,25344
1355,2838,26208
2766,4364,27360
337,322,24480
1366,1869,25920
927,491,24480
2437,4522,27072
4789,4248,27648
3267,2210,26208
2263,2577,26496
6687,7949,28512
593,1000,25056
957,1182,25632
2540,1134,24192
887,751,24480
145,937,24192
1134,1709,25344
1809,1718,25632
5861,11351,29664
4336,7024,27648
660,998,25632
3826,6455,27936
2290,1382,25632
372,361,24768
823,996,25632
1015,457,24768
87,269,24192
810,653,24192
1315,714,24192
87,255,24480
1655,1372,26208
2019,1922,26208
984,608,24768
432,402,24192
3784,10163,28800
5987,19882,29952
269,328,24192
1286,1729,25920
167,310,24192
1524,2403,26496
1395,1542,26496
255,879,24768
849,1074,24480
381,346,24480
309,367,23904
495,367,24480
1687,1551,26496
201,359,24480
1752,1169,25344
1196,1047,25056
2381,2814,25920
6849,13004,29376
8840,19360,30528
235,771,25344
1802,2055,25920
2576,4067,27072
700,966,25920
343,423,23904
5245,11065,29664
309,308,23904
2321,6893,26784
810,806,25344
3549,4456,27360
2279,2053,25920
6636,12406,29664
530,440,24480
2354,6827,28224
171,341,24480
1228,3912,27360
1543,2344,25920
492,476,24192
471,1145,24480
244,405,24480
1033,1323,25344
807,467,24768
2588,4305,26496
817,460,24480
5175,5933,27936
2668,3392,26496
604,1219,25344
1239,2105,25920
1681,2519,26208
814,1413,25344
537,374,24480
261,473,23616
243,322,24192
5534,6133,27360
539,653,24192
1758,1700,25632
1378,2097,26208
584,1673,25056
1748,4710,27072
2540,1359,24768
230,410,24192
1559,1671,25920
1085,1086,26208
2281,1462,26208
312,799,25344
663,1151,25920
1080,639,24480
11705,23927,31968
969,467,24192
439,383,24480
341,348,24192
314,368,24480
562,473,24480
1650,718,24192
5017,10989,28800
913,484,24768
2753,5251,27360
2144,4174,27648
10375,10486,29088
6202,10812,29376
1894,2116,25920
9010,13343,29664
87,344,23904
4485,9357,28512
560,440,24768
1530,2495,26784
787,559,24480
342,1833,25920
6981,12797,29664
87,230,24192
1518,1582,25632
5699,7707,28224
16511,26010,33408
723,1383,25920
474,965,25056
256,314,23904
331,349,24480
1020,627,24480
10231,17247,31104
4732,7125,28224
212,393,24480
2919,2901,26496
9925,18760,29376
680,460,24768
6286,7172,28224
2887,2864,26496
3904,4935,26784
4262,7652,28512
1224,2097,25344
3344,8514,28512
8471,16748,30528
3654,7076,27936
2173,3189,27072
1255,691,24768
6527,10074,28512
2173,2646,26784
785,787,25920
2941,7384,28512
683,956,25632
602,1262,25920
3904,2903,26208
2343,3739,26784
1057,583,24192
296,345,24768
1428,975,25056
1990,4023,26496
8201,11792,29664
3758,3671,26496
1123,1311,25632
2434,2864,26784
8224,10568,29376
1435,1826,25920
399,844,25344
431,338,24480
629,529,24480
2237,4027,25920
332,829,25632
1271,4094,26208
455,1105,25632
372,391,24192
1469,2163,25920
814,1266,25344
576,521,24480
1994,901,25056
411,366,24192
429,409,24480
7852,22795,30816
4863,8551,28800
1465,839,25056
1723,1866,26496
6239,11549,29376
1563,1577,26496
7581,9134,28800
1293,969,25920
244,441,24192
454,574,24768
2058,3577,27072
12588,23939,33120
507,488,24480
1503,946,24480
2997,2865,26208
5757,11872,29952
311,347,23616
2529,3681,26496
2454,3512,26496
212,383,24768
1407,728,24768
2619,2981,25920
1148,1126,25920
392,779,25632
292,366,24192
1666,1798,26208
1653,2989,26784
1762,1881,26208
2371,5236,27072
12919,27320,32256
6075,9920,28224
456,485,24480
11286,16486,30528
1269,1013,26208
5343,5585,28224
1579,1717,24480
2100,2717,26208
777,449,23904
799,559,24480
4660,9179,28512
3229,5635,27360
408,839,25344
15853,19770,31392
7310,16060,29664
826,1081,25920
1561,1033,25632
3030,8066,27936
9111,12867,29952
1674,2321,26208
1616,947,25344
411,382,23904
1340,1379,25344
6067,7491,28224
2344,2006,26208
4625,6888,27648
4044,6393,28512
3362,5095,27360
552,588,23904
1538,2123,25920
4304,5507,27648
9423,14762,30528
2147,2232,26208
1777,2604,25920
326,902,25920
708,802,25632
351,391,24768
3559,5579,27360
929,520,24768
7414,11119,29088
10115,18244,31104
2468,943,25344
1916,1035,24768
6774,8819,28800
263,400,24480
5523,8329,28224
191,879,25344
1689,2891,26784
782,1806,26496
1012,2217,25920
7530,7767,28224
1818,2424,25920
533,1246,25632
4562,7002,27648
1066,846,24768
6956,7970,28800
652,1323,25920
561,490,24480
3789,2827,26496
2071,1958,26496
2338,4550,27072
1363,555,24480
1712,792,25056
6380,5888,27936
18175,36296,33984
5064,5111,27936
249,286,24480
856,514,24480
2090,3338,26784
1668,1227,25920
692,1694,25920
2330,2703,26208
1614,1880,25920
1291,962,25920
942,1046,25920
1521,2524,25920
5306,5454,27072
646,742,25056
210,314,23904
399,593,24192
11470,23352,32544
5422,7263,29088
690,544,24480
2452,2285,26496
8167,14425,29952
375,413,23904
163,340,24480
312,694,25344
2968,6814,27072
3366,6533,27936
925,1170,25344
1034,1594,25632
192,373,24480
2009,1660,26208
315,366,24480
382,908,25344
1815,1906,25920
316,1107,25632
577,513,24192
2837,7599,28512
5243,10689,29376
4317,6308,28512
1105,5879,27360
3753,3489,27360
382,934,25632
682,465,24480
1512,2020,25632
597,606,24480
362,846,25344
1495,824,25344
263,470,23904
87,252,23904
5351,16256,29664
9522,10445,29088
3237,2062,26208
3267,7393,27360
33670,62824,39456
1828,2492,26496
1286,1754,25632
1539,2969,25632
364,392,24768
10018,12276,29376
1907,3228,26496
1179,3786,25632
801,482,24192
451,409,24480
9949,14645,29664
5571,9724,28512
308,991,23904
1718,960,24192
6977,11461,29088
1643,780,24768
87,246,24480
4035,5755,27648
327,396,24480
2667,1075,25344
357,357,24192
5638,10256,29088
4705,11206,29088
1555,1458,25920
809,1820,25920
852,890,25632
914,1536,25632
614,1059,25344
1429,3347,25920
350,406,24768
784,1614,25344
417,355,24192
4853,6495,28224
8520,11247,29376
8487,15707,30240
4816,12298,28512
341,636,25344
2179,1488,26208
4858,14695,29088
87,279,24192
1711,2616,26208
2434,4204,27072
1486,827,24768
995,683,24192
626,1910,25920
1706,2570,26496
1562,1887,25344
373,715,24768
764,582,24480
5414,9144,27936
2564,4157,27360
2327,4597,27648
566,808,25344
11993,15503,30816
1173,586,25056
337,516,23904
1791,2032,25632
1460,2113,25920
394,429,24768
695,450,23904
687,1211,25344
87,327,23616
937,2309,25920
2510,3588,26496
3147,7540,27648
481,1754,25920
1038,667,24768
11125,16909,30816
4534,7465,27936
924,2772,26208
297,439,23616
297,814,25344
201,473,24480
596,458,24768
5236,9204,28800
670,445,24192
12679,15982,30240
2812,2698,26784
247,307,24480
7289,9230,28800
15360,28234,33984
1808,4732,26208
1893,2082,26208
383,395,24480
1507,1953,25920
5523,5613,27936
1040,1458,25920
4703,9097,28800
874,615,25056
5624,8762,28800
4862,8418,28224
615,1959,25920
7256,16194,29952
2706,5263,27072
2382,1835,25920
1418,1899,25920
10266,13345,29664
1447,2084,25920
2022,799,24480
568,2140,25632
833,1291,25632
729,588,24480
1781,4083,26784
898,587,24480
7969,12723,29376
226,357,24768
1379,626,24768
1196,2030,25632
231,303,24192
5326,5005,27360
5884,15502,29952
797,1529,26208
651,791,24480
807,1188,25920
5219,8008,28512
3326,4441,27360
1222,993,25344
5074,8065,28224
36859,60346,41760
668,844,25056
5472,13729,29376
820,1335,24768
508,754,25344
453,371,24480
1117,1400,25344
1998,1051,24480
3291,6824,27648
715,607,24192
4500,13662,29376
87,244,24480
24576,45534,37728
1891,902,24768
1349,1631,25632
1049,2657,26208
1000,527,24768
1918,3429,25920
666,839,25344
509,619,24480
87,261,24480
3293,5837,27648
1233,3021,25632
8021,14147,29664
8796,19188,31104
1103,1905,26208
318,437,24768
1395,1323,25632
3857,2561,26208
2284,2969,26784
822,1503,25920
609,404,23904
573,495,24480
1462,708,25056
259,562,24192
1715,2312,26208
1657,4215,27360
1684,650,24192
5410,5919,27936
429,1674,25920
1310,1593,25920
646,500,24480
2530,1143,25056
244,354,24480
345,1478,25920
5092,4899,26784
137,279,24768
1372,3415,26208
494,394,24192
1415,1724,25920
14991,20311,31968
4169,5553,27936
3186,10611,27936
714,1574,25632
1966,744,24768
936,1094,25920
3432,5924,27936
5675,7809,27936
801,623,25344
2723,3773,27072
6222,8044,28800
3456,6517,27936
2953,7379,28224
1407,3499,27360
1746,3393,26208
1003,1556,25056
517,1865,24768
455,453,24480
1665,1977,26496
2309,1627,26208
620,783,25344
2542,6907,28224
686,1527,26208
395,366,24192
190,372,24768
543,1026,25920
2953,4380,27072
692,1618,25632
1070,2458,26208
1127,1247,23904
6909,10007,29088
2385,3563,26784
1828,3483,26784
1002,1947,25920
2326,4490,27648
2118,1230,25056
6917,14586,30240
920,853,25632
87,244,23904
828,755,24768
12154,15223,30240
261,348,24768
3318,6490,27648
1361,1202,25920
511,371,24480
1144,1763,26208
923,538,24480
19232,32906,32832
569,456,24768
2887,5261,27072
669,464,24480
2726,5803,27936
11620,21929,31680
2025,3598,27072
200,296,24768
1237,581,24768
7219,15764,29088
576,436,24480
5019,10953,29376
1393,2378,25920
1007,1615,25920
490,1114,25920
592,430,23904
3300,4725,26784
1297,1909,25920
5193,14672,29952
623,420,24480
1082,895,24480
4559,2098,25632
1479,1231,25632
5989,16072,30240
87,266,23904
87,307,23904
1192,624,24768
1077,480,24768
787,883,24480
2749,5356,27072
2020,4714,27360
1835,1970,26208
683,2427,25632
2011,8741,27072
990,1232,25632
438,1457,25632
1256,1683,25920
1511,1293,26208
299,446,24768
1793,1593,25344
855,856,25344
6675,7973,28800
2911,8235,28224
2646,2459,26208
9083,16460,30528
2010,1219,25344
524,1387,25632
684,422,24192
1734,1912,25920
483,653,25056
6968,18444,30816
1186,529,24192
4815,8804,28800
728,1014,25920
4105,10716,27648
997,1537,25632
1513,1632,26208
3341,5770,27936
518,999,25344
8535,16405,30528
1843,1644,26208
1407,1150,26208
353,358,24480
1288,1934,26496
799,429,24768
559,539,23904
1250,1001,25920
745,1803,25920
769,2172,25920
4019,10294,28224
1198,1555,25344
87,319,24480
651,449,23328
714,539,24192
503,1137,25920
1426,1613,25632
2212,4061,27360
1084,905,24480
4428,5145,27072
1065,574,24192
5933,9486,29088
1127,791,24480
2089,3412,26208
1352,2010,25920
562,1295,25632
6423,21379,30816
249,398,23904
4089,6097,27072
2735,3201,25920
586,484,24768
40840,75926,43488
1861,4480,27648
1555,1756,26208
13593,24507,33120
2999,2092,25344
655,437,24480
571,1128,25920
137,307,24480
1218,894,25344
1279,594,24192
1377,2708,26208
4391,8186,28512
7462,15440,29664
4917,5083,26496
2256,3361,26496
1169,1224,25632
545,433,24192
1163,1336,25344
2940,3982,26784
4916,8257,28512
1131,916,25632
2327,2002,25344
87,275,23904
285,771,24480
768,1926,25056
159,334,23904
1832,2663,25632
3920,4851,27648
801,1552,25632
751,1763,25920
479,447,24192
679,373,24480
914,2596,26208
1608,812,25632
1603,1748,26208
864,677,25056
1997,2122,26208
1768,2815,26496
201,296,24192
10060,19833,31392
3523,4249,26784
138,292,24480
157,279,23904
1713,1828,25920
861,489,24480
923,659,24768
2299,1586,24768
1717,2585,25920
13043,23638,32256
469,483,24192
2300,2668,26496
239,309,24480
909,1128,25632
175,327,24480
1331,1546,25920
332,669,24768
4949,5958,27648
2698,7161,26496
342,373,24768
435,569,25056
1400,1810,25632
744,1137,25920
11205,18229,30528
3314,7392,27360
1833,1878,25920
3273,4013,26784
8747,15117,29376
2935,2438,26208
510,1917,25920
991,854,25056
507,361,24480
345,810,25632
17006,17354,31104
2313,2285,25920
973,1329,25632
545,434,24480
355,596,24480
693,463,24480
14538,22701,32544
795,2272,25344
458,388,24480
1985,2543,26496
1165,509,23904
1781,868,24480
5050,10237,28800
3794,2285,25920
1070,517,24480
1531,1486,25632
829,1232,25344
960,2670,26208
5623,8607,27360
774,1243,25632
875,505,24192
1994,3262,27648
449,407,24192
1567,1491,25920
2142,1631,26496
654,694,24480
10089,10014,29088
343,314,24768
1216,738,24480
2489,5507,26784
1835,1327,24768
205,386,24768
1085,1059,25632
5405,13242,29952
3684,7422,27648
1665,2332,25920
4205,8200,28224
1454,815,25056
1152,1104,25920
2924,3207,26496
3918,6153,27936
409,1095,25920
444,365,24480
1685,4071,27072
87,240,24192
340,1045,24480
141,300,24768
2442,4666,27936
4082,7972,28224
4488,6321,28224
838,974,25344
924,539,24768
293,351,24480
8738,17579,30528
11909,24413,32832
517,1519,26208
960,1578,25920
4030,6023,28224
1467,2128,26496
382,694,24768
4711,9578,28512
2472,1795,25344
3569,6820,27648
1213,1878,26208
545,1629,25632
11434,21058,29952
916,2298,26496
505,1203,23904
544,528,24192
3820,6702,27648
5315,7484,27648
1481,1652,25344
499,387,23616
1083,1321,25920
3390,3289,25632
584,872,25344
5086,7731,27936
421,376,24192
6127,9182,28800
237,345,24192
4725,8090,28224
2901,4258,26496
4249,4247,26496
874,685,24480
579,435,23904
513,376,24192
6494,8600,28512
3450,7235,28512
1158,1995,26208
361,338,24192
1020,1682,26208
2366,1729,25056
87,257,24480
4893,11355,29952
598,441,24768
1243,862,24192
413,1380,23904
2748,2306,26208
928,1718,25632
946,1003,25632
1555,2434,26496
6015,6833,28512
4692,4986,27648
5708,7363,28224
3640,7819,28224
1485,981,25632
4336,3886,26784
192,882,25344
676,787,25344
703,458,24480
6490,16011,29376
220,296,24480
11107,18435,30528
1307,3067,26496
230,353,24192
343,442,24480
3156,8955,27936
9058,16278,30240
3284,2451,26208
2158,3272,25920
813,483,24768
36597,40547,36000
1340,1917,26208
1279,1710,25920
6015,11814,29952
388,357,24480
656,447,24480
6864,11374,29376
690,1542,25920
2224,8764,27648
8870,10233,28512
625,430,23904
585,377,23904
775,1902,25344
1060,1091,23904
344,1039,24768
16736,24967,32544
1818,3486,26496
371,369,24480
1458,3316,25920
1149,953,25344
1003,512,24192
251,321,24192
185,612,24480
1103,674,24480
2251,2465,26208
956,449,24768
1116,887,25344
1353,684,24480
6899,8184,27648
187,282,24480
701,868,25920
823,1589,25632
2860,4890,27072
476,553,24192
2499,3298,27072
507,337,23904
1367,650,23904
3479,2664,25920
1075,1695,24480
401,1139,25632
1741,969,25056
2767,3012,25920
3500,3153,26496
12621,19746,32256
619,424,24480
1335,622,24192
4002,5020,27360
1999,922,24480
87,234,23616
1084,1166,25344
6586,5931,27648
933,662,24192
1241,2458,25056
1260,2602,25920
6756,10255,29376
717,487,24192
2272,6667,27648
2080,3065,26496
1070,1772,26208
4300,5683,27648
197,308,24480
599,375,24480
603,396,24480
815,1057,25632
4555,7863,27360
6238,7515,28224
1487,3850,25920
12060,13256,29376
8933,19151,31680
257,307,24192
1044,1489,25632
465,836,25632
2427,4359,26784
1135,1809,25344
3231,2879,25920
478,436,24768
8610,13853,30240
87,231,24192
161,306,24192
2058,2433,25920
8665,11779,29376
3676,6824,28224
8815,14332,30528
1791,2222,26208
866,1055,25920
2037,1973,25344
696,471,24480
2520,3682,26784
325,341,24480
2645,4061,26496
484,410,24480
1205,661,24768
631,921,25056
11875,23300,32832
919,1672,25920
